"drug","target"
"DB04714","BE0003570"
"DB04714","BE0004045"
"DB04714","BE0003350"
"DB04714","BE0004142"
"DB04715","BE0001277"
"DB04716","BE0002408"
"DB04716","BE0003493"
"DB04716","BE0003788"
"DB04716","BE0004145"
"DB04716","BE0004146"
"DB04719","BE0001209"
"DB04720","BE0001209"
"DB04721","BE0001209"
"DB04722","BE0000048"
"DB04723","BE0003257"
"DB04724","BE0000516"
"DB04725","BE0000262"
"DB04725","BE0000248"
"DB04725","BE0003768"
"DB04729","BE0000279"
"DB04731","BE0003352"
"DB04732","BE0003353"
"DB04732","BE0004188"
"DB04733","BE0001683"
"DB04734","BE0002001"
"DB04735","BE0003354"
"DB04736","BE0003077"
"DB04738","BE0001447"
"DB04739","BE0000838"
"DB04740","BE0003355"
"DB04741","BE0001005"
"DB04742","BE0003356"
"DB04743","BE0000262"
"DB04743","BE0003768"
"DB04743","BE0000994"
"DB04745","BE0003357"
"DB04746","BE0003358"
"DB04747","BE0003358"
"DB04749","BE0001559"
"DB04751","BE0000838"
"DB04751","BE0003958"
"DB04751","BE0004274"
"DB04752","BE0003359"
"DB04753","BE0000250"
"DB04754","BE0000250"
"DB04757","BE0000250"
"DB04758","BE0000333"
"DB04759","BE0000966"
"DB04760","BE0000966"
"DB04761","BE0000966"
"DB04762","BE0001217"
"DB04763","BE0000322"
"DB04764","BE0001474"
"DB04765","BE0001217"
"DB04767","BE0000333"
"DB04768","BE0000157"
"DB04769","BE0001315"
"DB04770","BE0000042"
"DB04771","BE0000048"
"DB04772","BE0000048"
"DB04773","BE0003360"
"DB04774","BE0002101"
"DB04775","BE0002101"
"DB04776","BE0000042"
"DB04777","BE0003318"
"DB04779","BE0004338"
"DB04781","BE0000050"
"DB04782","BE0003361"
"DB04783","BE0002101"
"DB04784","BE0003337"
"DB04786","BE0000048"
"DB04786","BE0000387"
"DB04786","BE0000739"
"DB04786","BE0001640"
"DB04786","BE0003362"
"DB04786","BE0001457"
"DB04786","BE0002401"
"DB04787","BE0000557"
"DB04788","BE0003367"
"DB04788","BE0003368"
"DB04789","BE0000010"
"DB04790","BE0001739"
"DB04791","BE0001739"
"DB04792","BE0001739"
"DB04793","BE0001739"
"DB04794","BE0003549"
"DB04794","BE0000233"
"DB04795","BE0000176"
"DB04795","BE0002705"
"DB04796","BE0000779"
"DB04797","BE0001019"
"DB04798","BE0000829"
"DB04799","BE0000938"
"DB04799","BE0001005"
"DB04799","BE0003854"
"DB04799","BE0003855"
"DB04799","BE0003856"
"DB04799","BE0003857"
"DB04799","BE0003858"
"DB04799","BE0003860"
"DB04799","BE0003861"
"DB04799","BE0003859"
"DB04800","BE0000623"
"DB04801","BE0001007"
"DB04803","BE0000735"
"DB04805","BE0003832"
"DB04807","BE0001920"
"DB04809","BE0003363"
"DB04810","BE0003363"
"DB04811","BE0003363"
"DB04817","BE0000017"
"DB04820","BE0002089"
"DB04820","BE0002198"
"DB04820","BE0002196"
"DB04821","BE0001075"
"DB04821","BE0002198"
"DB04821","BE0000486"
"DB04821","BE0000647"
"DB04821","BE0002196"
"DB04824","BE0003538"
"DB04828","BE0003561"
"DB04829","BE0000291"
"DB04832","BE0002198"
"DB04832","BE0000749"
"DB04832","BE0002196"
"DB04836","BE0000486"
"DB04836","BE0000749"
"DB04837","BE0000442"
"DB04838","BE0002705"
"DB04838","BE0000691"
"DB04840","BE0000486"
"DB04849","BE0000369"
"DB04850","BE0002198"
"DB04851","BE0000785"
"DB04851","BE0001067"
"DB04851","BE0002369"
"DB04852","BE0000232"
"DB04853","BE0000924"
"DB04856","BE0000402"
"DB04857","BE0000756"
"DB04859","BE0000426"
"DB04860","BE0000155"
"DB04862","BE0002047"
"DB04863","BE0000439"
"DB04863","BE0001155"
"DB04864","BE0000426"
"DB04866","BE0000025"
"DB04866","BE0000642"
"DB04867","BE0000402"
"DB04869","BE0001103"
"DB04872","BE0002371"
"DB04873","BE0000084"
"DB04875","BE0000444"
"DB04877","BE0001032"
"DB04878","BE0000837"
"DB04879","BE0000023"
"DB04879","BE0000029"
"DB04879","BE0000369"
"DB04880","BE0000436"
"DB04881","BE0001032"
"DB04882","BE0000971"
"DB04883","BE0000521"
"DB04885","BE0000311"
"DB04886","BE0000787"
"DB04887","BE0004854"
"DB04888","BE0000756"
"DB04888","BE0000291"
"DB04889","BE0000486"
"DB04889","BE0000749"
"DB04889","BE0000756"
"DB04890","BE0000442"
"DB04892","BE0002180"
"DB04892","BE0000426"
"DB04894","BE0002147"
"DB04894","BE0003528"
"DB04894","BE0000384"
"DB04898","BE0000048"
"DB04903","BE0000381"
"DB04903","BE0000523"
"DB04905","BE0001032"
"DB04905","BE0000442"
"DB04908","BE0000291"
"DB04908","BE0000389"
"DB04908","BE0000451"
"DB04915","BE0002434"
"DB04917","BE0000311"
"DB04917","BE0000084"
"DB04926","BE0000641"
"DB04930","BE0000141"
"DB04931","BE0002447"
"DB04933","BE0002442"
"DB04934","BE0000257"
"DB04942","BE0000206"
"DB04942","BE0000663"
"DB04947","BE0000647"
"DB04948","BE0000289"
"DB04954","BE0000013"
"DB04957","BE0000090"
"DB04957","BE0000489"
"DB04957","BE0000672"
"DB04960","BE0002372"
"DB04967","BE0000742"
"DB04967","BE0000971"
"DB04967","BE0002414"
"DB04970","BE0000291"
"DB04972","BE0000814"
"DB04983","BE0002401"
"DB05003","BE0000325"
"DB05003","BE0002450"
"DB05009","BE0000924"
"DB05013","BE0001132"
"DB05013","BE0002417"
"DB05022","BE0000742"
"DB05022","BE0002425"
"DB05025","BE0002390"
"DB05034","BE0000556"
"DB05087","BE0000381"
"DB05087","BE0000471"
"DB05087","BE0000478"
"DB05087","BE0000523"
"DB05087","BE0000764"
"DB05087","BE0000795"
"DB05095","BE0000262"
"DB05102","BE0003372"
"DB05104","BE0000632"
"DB05105","BE0003373"
"DB05107","BE0001089"
"DB05129","BE0000742"
"DB05129","BE0000971"
"DB05137","BE0000411"
"DB05137","BE0002343"
"DB05171","BE0003409"
"DB05171","BE0003410"
"DB05219","BE0000487"
"DB05219","BE0001287"
"DB05219","BE0001133"
"DB05219","BE0002353"
"DB05229","BE0000475"
"DB05232","BE0000141"
"DB05232","BE0002081"
"DB05232","BE0002082"
"DB05232","BE0002084"
"DB05234","BE0000132"
"DB05252","BE0000005"
"DB05260","BE0000724"
"DB05260","BE0002450"
"DB05260","BE0001051"
"DB05260","BE0003003"
"DB05260","BE0003813"
"DB05262","BE0002204"
"DB05265","BE0000334"
"DB05265","BE0002423"
"DB05266","BE0000487"
"DB05266","BE0001287"
"DB05266","BE0000436"
"DB05266","BE0001133"
"DB05266","BE0002353"
"DB05284","BE0000143"
"DB05289","BE0002394"
"DB05295","BE0000779"
"DB05297","BE0000246"
"DB05298","BE0001287"
"DB05314","BE0002443"
"DB05316","BE0000756"
"DB05316","BE0000451"
"DB05318","BE0002445"
"DB05327","BE0000747"
"DB05339","BE0000291"
"DB05343","BE0001177"
"DB05347","BE0002466"
"DB05360","BE0000013"
"DB05366","BE0000557"
"DB05381","BE0000112"
"DB05382","BE0000580"
"DB05383","BE0000747"
"DB05383","BE0003371"
"DB05389","BE0003374"
"DB05389","BE0003375"
"DB05398","BE0002050"
"DB05398","BE0003377"
"DB05399","BE0001114"
"DB05403","BE0002790"
"DB05413","BE0002112"
"DB05414","BE0003386"
"DB05424","BE0000767"
"DB05428","BE0002450"
"DB05428","BE0001979"
"DB05428","BE0003388"
"DB05434","BE0000163"
"DB05434","BE0001015"
"DB05434","BE0001121"
"DB05434","BE0000961"
"DB05442","BE0001051"
"DB05446","BE0002854"
"DB05448","BE0001979"
"DB05458","BE0000849"
"DB05458","BE0000850"
"DB05460","BE0000814"
"DB05461","BE0000342"
"DB05461","BE0000393"
"DB05461","BE0000572"
"DB05465","BE0000147"
"DB05465","BE0003411"
"DB05475","BE0001164"
"DB05475","BE0001171"
"DB05475","BE0000155"
"DB05475","BE0002442"
"DB05478","BE0002638"
"DB05479","BE0002447"
"DB05482","BE0000971"
"DB05488","BE0002425"
"DB05488","BE0000799"
"DB05490","BE0000215"
"DB05492","BE0000501"
"DB05492","BE0000533"
"DB05492","BE0000575"
"DB05492","BE0000715"
"DB05492","BE0000770"
"DB05492","BE0000289"
"DB05492","BE0000342"
"DB05492","BE0000393"
"DB05492","BE0000442"
"DB05492","BE0000451"
"DB05492","BE0000572"
"DB05492","BE0002378"
"DB05494","BE0002804"
"DB05508","BE0000290"
"DB05511","BE0000354"
"DB05630","BE0000971"
"DB05659","BE0000142"
"DB05659","BE0003395"
"DB05659","BE0003396"
"DB05708","BE0002341"
"DB05786","BE0003422"
"DB05790","BE0000384"
"DB05792","BE0000290"
"DB05796","BE0000266"
"DB05806","BE0000971"
"DB05824","BE0000365"
"DB05838","BE0000293"
"DB05855","BE0000850"
"DB05855","BE0000961"
"DB05864","BE0001534"
"DB05868","BE0003427"
"DB05869","BE0000704"
"DB05869","BE0003428"
"DB05871","BE0002050"
"DB06090","BE0003438"
"DB06147","BE0002360"
"DB06151","BE0000030"
"DB06151","BE0000481"
"DB06151","BE0000185"
"DB06151","BE0000365"
"DB06151","BE0000396"
"DB06151","BE0000417"
"DB06151","BE0000641"
"DB06151","BE0000760"
"DB06151","BE0001154"
"DB06151","BE0004655"
"DB06155","BE0000061"
"DB06267","BE0000182"
"DB06268","BE0000043"
"DB06268","BE0000521"
"DB06581","BE0001594"
"DB06614","BE0000057"
"DB06614","BE0003527"
"DB06623","BE0000289"
"DB06689","BE0004672"
"DB06691","BE0000442"
"DB06693","BE0000574"
"DB06694","BE0000501"
"DB06694","BE0000575"
"DB06694","BE0000715"
"DB06694","BE0000289"
"DB06694","BE0000342"
"DB06694","BE0000572"
"DB06710","BE0000132"
"DB06712","BE0000430"
"DB06712","BE0000691"
"DB06712","BE0002354"
"DB06712","BE0002355"
"DB06712","BE0002359"
"DB06712","BE0003563"
"DB06716","BE0002345"
"DB06716","BE0002346"
"DB06725","BE0000017"
"DB06725","BE0000262"
"DB06726","BE0004872"
"DB06729","BE0000803"
"DB06738","BE0000420"
"DB06738","BE0000632"
"DB06738","BE0000770"
"DB06738","BE0004956"
"DB06751","BE0000430"
"DB06751","BE0001133"
"DB06766","BE0000442"
"DB06771","BE0000366"
"DB06771","BE0000429"
"DB06771","BE0003724"
"DB06771","BE0003726"
"DB06775","BE0004671"
"DB06802","BE0000017"
"DB06802","BE0000262"
"DB06809","BE0000919"
"DB06828","BE0001680"
"DB06829","BE0000623"
"DB06830","BE0003570"
"DB06831","BE0002406"
"DB06831","BE0001315"
"DB06832","BE0000792"
"DB06832","BE0003728"
"DB06833","BE0003722"
"DB06834","BE0001316"
"DB06835","BE0003257"
"DB06836","BE0001315"
"DB06836","BE0003729"
"DB06837","BE0003730"
"DB06838","BE0000048"
"DB06838","BE0001713"
"DB06840","BE0001739"
"DB06841","BE0000048"
"DB06842","BE0001287"
"DB06842","BE0001133"
"DB06843","BE0003731"
"DB06843","BE0003732"
"DB06843","BE0003733"
"DB06844","BE0001072"
"DB06844","BE0003734"
"DB06845","BE0000048"
"DB06845","BE0001739"
"DB06846","BE0000574"
"DB06847","BE0003735"
"DB06848","BE0003736"
"DB06849","BE0003736"
"DB06850","BE0000048"
"DB06850","BE0001739"
"DB06851","BE0001680"
"DB06851","BE0003737"
"DB06852","BE0003382"
"DB06853","BE0000048"
"DB06853","BE0001739"
"DB06854","BE0000048"
"DB06854","BE0000895"
"DB06855","BE0000895"
"DB06856","BE0000895"
"DB06857","BE0000895"
"DB06858","BE0000048"
"DB06858","BE0001739"
"DB06859","BE0000048"
"DB06860","BE0001501"
"DB06861","BE0000048"
"DB06862","BE0001162"
"DB06864","BE0002715"
"DB06865","BE0000048"
"DB06866","BE0000048"
"DB06867","BE0003739"
"DB06868","BE0000048"
"DB06869","BE0000048"
"DB06870","BE0000132"
"DB06871","BE0000123"
"DB06871","BE0003740"
"DB06872","BE0001224"
"DB06873","BE0001224"
"DB06874","BE0002050"
"DB06875","BE0000792"
"DB06875","BE0003728"
"DB06876","BE0003382"
"DB06877","BE0000923"
"DB06878","BE0000048"
"DB06879","BE0000005"
"DB06880","BE0000854"
"DB06881","BE0003741"
"DB06882","BE0000838"
"DB06882","BE0001019"
"DB06883","BE0000838"
"DB06884","BE0002088"
"DB06884","BE0003742"
"DB06886","BE0003743"
"DB06887","BE0000623"
"DB06888","BE0001072"
"DB06889","BE0002718"
"DB06890","BE0001730"
"DB06891","BE0000322"
"DB06892","BE0000870"
"DB06893","BE0003744"
"DB06894","BE0002194"
"DB06894","BE0003744"
"DB06896","BE0000915"
"DB06897","BE0003745"
"DB06898","BE0000123"
"DB06898","BE0003740"
"DB06899","BE0000270"
"DB06900","BE0003746"
"DB06901","BE0003747"
"DB06902","BE0002088"
"DB06903","BE0003748"
"DB06904","BE0001322"
"DB06905","BE0002326"
"DB06905","BE0003749"
"DB06905","BE0003750"
"DB06906","BE0001289"
"DB06908","BE0000215"
"DB06908","BE0003728"
"DB06909","BE0000487"
"DB06910","BE0001594"
"DB06911","BE0000048"
"DB06912","BE0003751"
"DB06913","BE0003752"
"DB06914","BE0000735"
"DB06916","BE0000005"
"DB06917","BE0001680"
"DB06918","BE0001739"
"DB06919","BE0000048"
"DB06920","BE0000216"
"DB06921","BE0003257"
"DB06922","BE0001358"
"DB06923","BE0001739"
"DB06924","BE0003753"
"DB06925","BE0000842"
"DB06926","BE0000215"
"DB06927","BE0000123"
"DB06927","BE0000792"
"DB06927","BE0003728"
"DB06928","BE0000568"
"DB06929","BE0000048"
"DB06930","BE0000988"
"DB06931","BE0003570"
"DB06932","BE0001193"
"DB06933","BE0001097"
"DB06934","BE0001248"
"DB06936","BE0000048"
"DB06937","BE0000792"
"DB06938","BE0000369"
"DB06939","BE0000854"
"DB06940","BE0001019"
"DB06941","BE0001177"
"DB06942","BE0000048"
"DB06943","BE0003754"
"DB06944","BE0001072"
"DB06944","BE0003734"
"DB06945","BE0003730"
"DB06946","BE0003755"
"DB06947","BE0000048"
"DB06948","BE0001072"
"DB06948","BE0003734"
"DB06949","BE0003757"
"DB06950","BE0003757"
"DB06951","BE0003758"
"DB06952","BE0003759"
"DB06953","BE0002372"
"DB06953","BE0002373"
"DB06954","BE0000322"
"DB06955","BE0003760"
"DB06956","BE0001120"
"DB06957","BE0001120"
"DB06958","BE0001120"
"DB06959","BE0003761"
"DB06959","BE0003762"
"DB06960","BE0003763"
"DB06961","BE0001120"
"DB06962","BE0001474"
"DB06963","BE0003745"
"DB06964","BE0001120"
"DB06965","BE0003764"
"DB06966","BE0003764"
"DB06967","BE0000270"
"DB06968","BE0001337"
"DB06969","BE0001120"
"DB06970","BE0003765"
"DB06971","BE0001182"
"DB06972","BE0000516"
"DB06973","BE0002088"
"DB06974","BE0001478"
"DB06976","BE0001072"
"DB06977","BE0003761"
"DB06978","BE0003757"
"DB06979","BE0003766"
"DB06980","BE0003767"
"DB06981","BE0003767"
"DB06982","BE0003767"
"DB06983","BE0001072"
"DB06984","BE0003505"
"DB06986","BE0000916"
"DB06987","BE0003768"
"DB06987","BE0000994"
"DB06988","BE0001831"
"DB06989","BE0003769"
"DB06990","BE0003770"
"DB06991","BE0001019"
"DB06992","BE0000329"
"DB06993","BE0000854"
"DB06994","BE0000854"
"DB06995","BE0000915"
"DB06996","BE0000048"
"DB06997","BE0000915"
"DB06998","BE0003771"
"DB06999","BE0000634"
"DB07000","BE0000634"
"DB07001","BE0000263"
"DB07002","BE0000005"
"DB07003","BE0000005"
"DB07004","BE0001177"
"DB07005","BE0000048"
"DB07006","BE0003335"
"DB07007","BE0000005"
"DB07008","BE0000005"
"DB07009","BE0000792"
"DB07009","BE0003728"
"DB07010","BE0000923"
"DB07010","BE0001097"
"DB07011","BE0000005"
"DB07012","BE0001405"
"DB07013","BE0000966"
"DB07014","BE0001065"
"DB07015","BE0000854"
"DB07016","BE0000048"
"DB07017","BE0000329"
"DB07018","BE0002050"
"DB07019","BE0000988"
"DB07020","BE0003772"
"DB07021","BE0000854"
"DB07022","BE0001021"
"DB07023","BE0001021"
"DB07024","BE0001072"
"DB07025","BE0003382"
"DB07026","BE0001198"
"DB07027","BE0000048"
"DB07028","BE0000747"
"DB07029","BE0000005"
"DB07030","BE0000747"
"DB07031","BE0000144"
"DB07032","BE0000792"
"DB07033","BE0001193"
"DB07034","BE0003382"
"DB07035","BE0002050"
"DB07036","BE0000792"
"DB07037","BE0003382"
"DB07038","BE0003382"
"DB07039","BE0000132"
"DB07040","BE0002622"
"DB07041","BE0002622"
"DB07041","BE0003773"
"DB07042","BE0002622"
"DB07043","BE0002622"
"DB07044","BE0003757"
"DB07045","BE0003774"
"DB07045","BE0003775"
"DB07046","BE0000870"
"DB07048","BE0000322"
"DB07049","BE0000329"
"DB07050","BE0000322"
"DB07051","BE0001287"
"DB07052","BE0003776"
"DB07053","BE0000215"
"DB07054","BE0001072"
"DB07055","BE0002718"
"DB07056","BE0000329"
"DB07057","BE0001358"
"DB07058","BE0001065"
"DB07059","BE0000270"
"DB07060","BE0003766"
"DB07060","BE0003028"
"DB07061","BE0003780"
"DB07062","BE0001478"
"DB07063","BE0000747"
"DB07064","BE0001852"
"DB07065","BE0001072"
"DB07066","BE0000916"
"DB07067","BE0000854"
"DB07068","BE0003769"
"DB07069","BE0000392"
"DB07070","BE0001007"
"DB07071","BE0001021"
"DB07072","BE0000854"
"DB07073","BE0001315"
"DB07074","BE0001021"
"DB07075","BE0003382"
"DB07076","BE0000895"
"DB07077","BE0001021"
"DB07078","BE0003382"
"DB07079","BE0003754"
"DB07080","BE0000956"
"DB07080","BE0000078"
"DB07080","BE0003728"
"DB07080","BE0003740"
"DB07080","BE0001598"
"DB07080","BE0003781"
"DB07081","BE0000854"
"DB07082","BE0001598"
"DB07083","BE0000048"
"DB07084","BE0001570"
"DB07085","BE0003752"
"DB07086","BE0000123"
"DB07086","BE0003740"
"DB07087","BE0000123"
"DB07087","BE0003740"
"DB07088","BE0000048"
"DB07088","BE0001739"
"DB07089","BE0000988"
"DB07090","BE0000332"
"DB07091","BE0000048"
"DB07091","BE0001739"
"DB07092","BE0000854"
"DB07093","BE0000747"
"DB07094","BE0001680"
"DB07095","BE0000048"
"DB07095","BE0001739"
"DB07096","BE0001717"
"DB07097","BE0003757"
"DB07098","BE0003757"
"DB07099","BE0001680"
"DB07100","BE0001120"
"DB07101","BE0000870"
"DB07102","BE0001680"
"DB07103","BE0003783"
"DB07104","BE0001680"
"DB07105","BE0000048"
"DB07106","BE0002436"
"DB07107","BE0003761"
"DB07107","BE0003762"
"DB07108","BE0003510"
"DB07109","BE0003784"
"DB07110","BE0000988"
"DB07111","BE0000215"
"DB07112","BE0002217"
"DB07113","BE0000270"
"DB07114","BE0001358"
"DB07115","BE0003633"
"DB07116","BE0003770"
"DB07117","BE0000058"
"DB07118","BE0003785"
"DB07119","BE0000792"
"DB07119","BE0003728"
"DB07120","BE0000048"
"DB07121","BE0003754"
"DB07122","BE0000895"
"DB07123","BE0000332"
"DB07124","BE0003761"
"DB07125","BE0003788"
"DB07126","BE0001072"
"DB07126","BE0003734"
"DB07127","BE0003769"
"DB07128","BE0000048"
"DB07129","BE0000895"
"DB07130","BE0000623"
"DB07131","BE0000048"
"DB07131","BE0001739"
"DB07132","BE0001193"
"DB07133","BE0000048"
"DB07134","BE0000623"
"DB07135","BE0000854"
"DB07136","BE0003257"
"DB07137","BE0001072"
"DB07137","BE0003734"
"DB07138","BE0001019"
"DB07139","BE0000747"
"DB07140","BE0000330"
"DB07140","BE0003735"
"DB07141","BE0000330"
"DB07142","BE0000330"
"DB07142","BE0003735"
"DB07143","BE0000048"
"DB07144","BE0000330"
"DB07145","BE0003754"
"DB07146","BE0000842"
"DB07147","BE0003754"
"DB07148","BE0002148"
"DB07149","BE0001065"
"DB07150","BE0000792"
"DB07150","BE0003728"
"DB07151","BE0001277"
"DB07152","BE0003782"
"DB07153","BE0003735"
"DB07154","BE0000854"
"DB07155","BE0000332"
"DB07156","BE0000858"
"DB07157","BE0003257"
"DB07158","BE0003382"
"DB07159","BE0001316"
"DB07160","BE0000939"
"DB07161","BE0002408"
"DB07162","BE0002408"
"DB07163","BE0001072"
"DB07164","BE0001072"
"DB07164","BE0003734"
"DB07165","BE0000048"
"DB07167","BE0000853"
"DB07168","BE0003792"
"DB07169","BE0001478"
"DB07170","BE0003167"
"DB07171","BE0003793"
"DB07172","BE0000215"
"DB07173","BE0003540"
"DB07174","BE0000270"
"DB07175","BE0000988"
"DB07177","BE0003560"
"DB07177","BE0003795"
"DB07178","BE0000332"
"DB07179","BE0001072"
"DB07180","BE0003796"
"DB07181","BE0000854"
"DB07182","BE0003257"
"DB07183","BE0000369"
"DB07184","BE0001594"
"DB07185","BE0003752"
"DB07186","BE0000991"
"DB07186","BE0003745"
"DB07187","BE0000747"
"DB07188","BE0000332"
"DB07189","BE0003754"
"DB07190","BE0000048"
"DB07191","BE0002050"
"DB07191","BE0001594"
"DB07192","BE0000332"
"DB07193","BE0000854"
"DB07194","BE0001316"
"DB07195","BE0000123"
"DB07195","BE0003740"
"DB07196","BE0001680"
"DB07197","BE0000623"
"DB07198","BE0000792"
"DB07198","BE0003728"
"DB07199","BE0001478"
"DB07199","BE0002403"
"DB07200","BE0001478"
"DB07200","BE0002403"
"DB07202","BE0000853"
"DB07203","BE0001072"
"DB07203","BE0003734"
"DB07204","BE0003761"
"DB07204","BE0003762"
"DB07205","BE0000230"
"DB07206","BE0000988"
"DB07207","BE0000333"
"DB07207","BE0001178"
"DB07208","BE0000215"
"DB07209","BE0000215"
"DB07210","BE0001072"
"DB07211","BE0000048"
"DB07211","BE0000216"
"DB07212","BE0001021"
"DB07213","BE0003382"
"DB07215","BE0000071"
"DB07215","BE0003728"
"DB07216","BE0002372"
"DB07216","BE0002373"
"DB07217","BE0001097"
"DB07218","BE0003789"
"DB07218","BE0003790"
"DB07219","BE0000939"
"DB07220","BE0001072"
"DB07221","BE0003570"
"DB07222","BE0000332"
"DB07223","BE0000939"
"DB07224","BE0000939"
"DB07225","BE0000939"
"DB07226","BE0003335"
"DB07227","BE0002372"
"DB07227","BE0002373"
"DB07227","BE0001142"
"DB07228","BE0003382"
"DB07229","BE0001739"
"DB07230","BE0000792"
"DB07230","BE0003728"
"DB07231","BE0000939"
"DB07232","BE0001717"
"DB07232","BE0003798"
"DB07233","BE0003754"
"DB07234","BE0001373"
"DB07235","BE0003761"
"DB07236","BE0000792"
"DB07236","BE0003728"
"DB07237","BE0001680"
"DB07238","BE0001478"
"DB07238","BE0003799"
"DB07239","BE0000854"
"DB07241","BE0003800"
"DB07242","BE0001277"
"DB07242","BE0003788"
"DB07243","BE0003382"
"DB07244","BE0000263"
"DB07244","BE0000270"
"DB07245","BE0000988"
"DB07246","BE0000058"
"DB07247","BE0000333"
"DB07247","BE0001178"
"DB07248","BE0003090"
"DB07249","BE0002453"
"DB07250","BE0002453"
"DB07251","BE0002453"
"DB07252","BE0002453"
"DB07253","BE0002453"
"DB07254","BE0002453"
"DB07255","BE0002453"
"DB07256","BE0002453"
"DB07257","BE0003335"
"DB07258","BE0001680"
"DB07259","BE0001680"
"DB07260","BE0001680"
"DB07261","BE0000216"
"DB07262","BE0002010"
"DB07263","BE0000623"
"DB07264","BE0000923"
"DB07265","BE0003335"
"DB07266","BE0000991"
"DB07267","BE0003782"
"DB07268","BE0003790"
"DB07269","BE0003257"
"DB07270","BE0002431"
"DB07271","BE0000854"
"DB07272","BE0003789"
"DB07272","BE0003790"
"DB07273","BE0003752"
"DB07274","BE0000369"
"DB07275","BE0003752"
"DB07276","BE0003789"
"DB07276","BE0003790"
"DB07277","BE0000048"
"DB07277","BE0000216"
"DB07278","BE0000048"
"DB07278","BE0000216"
"DB07279","BE0000048"
"DB07280","BE0003540"
"DB07281","BE0000988"
"DB07284","BE0000988"
"DB07285","BE0000058"
"DB07286","BE0000132"
"DB07287","BE0000332"
"DB07288","BE0000029"
"DB07289","BE0000623"
"DB07290","BE0001363"
"DB07291","BE0003737"
"DB07292","BE0001680"
"DB07293","BE0003801"
"DB07294","BE0000144"
"DB07295","BE0000623"
"DB07296","BE0002971"
"DB07297","BE0000842"
"DB07298","BE0000623"
"DB07299","BE0001021"
"DB07300","BE0001193"
"DB07301","BE0003802"
"DB07301","BE0003803"
"DB07302","BE0000215"
"DB07303","BE0000988"
"DB07304","BE0002012"
"DB07305","BE0002012"
"DB07306","BE0000005"
"DB07307","BE0001019"
"DB07308","BE0002012"
"DB07309","BE0001534"
"DB07310","BE0000329"
"DB07311","BE0003382"
"DB07312","BE0002431"
"DB07313","BE0001534"
"DB07314","BE0003382"
"DB07315","BE0000007"
"DB07316","BE0000329"
"DB07317","BE0001120"
"DB07318","BE0000005"
"DB07319","BE0001120"
"DB07320","BE0003382"
"DB07321","BE0002431"
"DB07322","BE0001534"
"DB07323","BE0001534"
"DB07324","BE0001120"
"DB07325","BE0001120"
"DB07326","BE0000369"
"DB07327","BE0002050"
"DB07327","BE0003804"
"DB07328","BE0000854"
"DB07329","BE0003805"
"DB07330","BE0001717"
"DB07331","BE0003806"
"DB07332","BE0002050"
"DB07332","BE0001594"
"DB07333","BE0000369"
"DB07334","BE0000369"
"DB07335","BE0000838"
"DB07335","BE0001315"
"DB07336","BE0003382"
"DB07337","BE0002050"
"DB07338","BE0003807"
"DB07338","BE0003808"
"DB07339","BE0000220"
"DB07340","BE0003404"
"DB07340","BE0003809"
"DB07341","BE0000214"
"DB07342","BE0000735"
"DB07343","BE0002050"
"DB07344","BE0003812"
"DB07345","BE0000988"
"DB07346","BE0000988"
"DB07347","BE0000542"
"DB07347","BE0003813"
"DB07348","BE0002654"
"DB07348","BE0003814"
"DB07349","BE0003818"
"DB07349","BE0003815"
"DB07349","BE0003816"
"DB07349","BE0003817"
"DB07350","BE0001608"
"DB07351","BE0003753"
"DB07352","BE0003757"
"DB07353","BE0000048"
"DB07354","BE0000971"
"DB07355","BE0001333"
"DB07356","BE0000854"
"DB07357","BE0000214"
"DB07358","BE0001056"
"DB07359","BE0001056"
"DB07360","BE0000991"
"DB07361","BE0000991"
"DB07362","BE0000991"
"DB07363","BE0000322"
"DB07364","BE0000890"
"DB07364","BE0003819"
"DB07365","BE0001400"
"DB07365","BE0003820"
"DB07366","BE0000048"
"DB07367","BE0001810"
"DB07368","BE0001739"
"DB07369","BE0000915"
"DB07370","BE0001810"
"DB07371","BE0002815"
"DB07372","BE0003821"
"DB07372","BE0003822"
"DB07373","BE0002499"
"DB07374","BE0003823"
"DB07374","BE0003824"
"DB07374","BE0003825"
"DB07374","BE0003826"
"DB07374","BE0003827"
"DB07374","BE0003828"
"DB07374","BE0003829"
"DB07374","BE0003830"
"DB07374","BE0003831"
"DB07374","BE0003832"
"DB07374","BE0003833"
"DB07374","BE0003834"
"DB07374","BE0003835"
"DB07375","BE0003837"
"DB07375","BE0002815"
"DB07375","BE0003836"
"DB07375","BE0003805"
"DB07376","BE0000048"
"DB07376","BE0000333"
"DB07377","BE0001534"
"DB07378","BE0000214"
"DB07379","BE0002212"
"DB07379","BE0003838"
"DB07380","BE0003531"
"DB07381","BE0001498"
"DB07382","BE0003839"
"DB07383","BE0003531"
"DB07384","BE0003840"
"DB07384","BE0003841"
"DB07384","BE0003842"
"DB07385","BE0001184"
"DB07387","BE0003844"
"DB07388","BE0000005"
"DB07388","BE0000263"
"DB07389","BE0000005"
"DB07390","BE0001116"
"DB07391","BE0001982"
"DB07392","BE0003849"
"DB07392","BE0003850"
"DB07392","BE0003851"
"DB07392","BE0003852"
"DB07393","BE0000648"
"DB07394","BE0003840"
"DB07394","BE0003841"
"DB07394","BE0003842"
"DB07395","BE0000007"
"DB07396","BE0000007"
"DB07397","BE0001182"
