"smiles","drug_id"
"NCCCCCN","DB03854"
"ON[C@H](O)[C@@H](O)[C@H](O)COP(O)(O)=O","DB03855"
"NCCC[C@@](N)(C(F)F)C(O)=O","DB03856"
"OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1S","DB03857"
"OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1O","DB03859"
"CCCCN(C)C(=O)CCCCCCCCCC[C@@H]1CC2=CC(O)=CC=C2[C@H]2CC[C@]3(C)[C@H](O)CC[C@H]3[C@H]12","DB03860"
"CC(=O)N[C@@H]1NC[C@@H](CO)[C@H](O)[C@H]1O","DB03861"
"OC[C@H]1ONC[C@@H](O)[C@@H]1O","DB03862"
"CO[C@H]1[C@@H](O)O[C@@H](C)[C@H](O)[C@H]1O","DB03863"
"OC[C@@H](O)CS","DB03864"
"NC(=[NH2+])C1=CC2=C(NC(=C2)C2=CC=CC(=C2O)C2=CC=CC=C2)C=C1Cl","DB03865"
"[H][C@@](CCCCC)(OO)C=C[C@@]1([H])[C@@]2([H])C[C@]([H])(OO2)[C@]1([H])CC=C/CCCC(O)=O","DB03866"
"N[C@@H](CC1=CC=C(O)C(=C1)[N+]([O-])=O)C(O)=O","DB03867"
"O[C@H]1C[C@@](O)(CC(=O)[C@@H]1O)C(O)=O","DB03868"
"N[C@H](CO)C(=O)NS(=O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N","DB03869"
"OC[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)CO[C@H](O)[C@H]2O)[C@H](O)[C@H]1O","DB03870"
"C1=CN(C=N1)[Ru++]123n4ccccc4-c4ccccn14.c1ccn2c(c1)-c1ccccn31","DB03871"
"CN(C)CCCC(C)=CCCC(C)=CCCC=C(/C)CCC=C(/C)CCC=C(C)C","DB03874"
"CC1=CC2=C3C=C(CCCCCCCCC(=O)N[C@H]4[C@H]5C[C@@H]6C[C@@H](C[C@H]4C6)C5)C=CN3[Ru++]34(N5C=CC=CC5=C5C=CC=CN35)(N3C=CC=CC3=C3C=CC=CN43)N2C=C1","DB03875"
"NC(=[NH2+])C1=CC2=C(S1)N=CC=C2","DB03876"
"CCN[C@@H]1CN(CCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O","DB03877"
"CC1=CC=C(NC(=O)C2=CC=CN=C2)C=C1NC1=NC=CC(=N1)C1=CC=CN=C1","DB03878"
"CO[C@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]1O","DB03879"
"CSC[C@@H]1[NH2+][C@H]([C@H](O)[C@H]1O)c1cnc2c1N=CNC2=O","DB03881"
"[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@@]([H])(O)CC[C@]4(C)[C@@]3([H])CC[C@]12C","DB03882"
"OC(=O)C(=O)CC1=CC=CC=C1","DB03884"
"C[C@@H](O)[C@@H](O)C1=CN=C2N=C(N)NC(=O)C2=N1","DB03886"
"NC1=NC=NC2=C1N(C=N2)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O","DB03887"
"CN(CCCCCCOC1=CC=C2C(=C1)N(C)N=C2C1=CC=C(Br)C=C1)CC=C","DB03888"
"N[C@@H](CCC(=O)N[C@H](CS[C@H](O)N(O)C1=CC=C(Br)C=C1)C(=O)NCC(O)=O)C(O)=O","DB03889"
"O=C[C@@]([H])(C(C)C)[C@]1([H])N(CC[C@@]1([H])NS(=O)(=O)C)C(=O)C=CCN1CCCCC1","DB03890"
"CC(C)C[C@@H](NC(=O)OCC1=CC=CC=C1)C(=O)NNC(=O)NNC(=O)[C@@H](CC(C)C)NC(=O)OCC1=CC=CC=C1","DB03891"
"N[C@@H](CCCNC(N)=[NH+]CC=C)C(O)=O","DB03892"
"NC(=S)C1=CC=C[N+](=C1)[C@@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O","DB03893"
"[H][C@@]1(CCC2=C1C=CC=C2)NCC#C","DB03894"
"CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C","DB03895"
"OP(O)(=O)OP(O)(=O)OP(O)(O)=O","DB03896"
"OC(=O)CCC1=CC=C(O)C=C1","DB03897"
"CCCCN1C(CC2=CC=C(OC)C=C2)=NC2=C(N)N=CN=C12","DB03899"
"CC(C)(C)O","DB03900"
"O=C[C@H]1CCC(=O)N1","DB03901"
"OC(=O)C(O)=O","DB03902"
"CN(C)C1=CCC2=C(C3=CC=C(C=C3OC2=C1)N(C)C)C1=CC=C(C=C1C(O)=O)N1C(=O)C=CC1=O","DB03903"
"NC(N)=O","DB03904"
"CC(C)(CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCNC(=O)CCC(O)=O","DB03905"
"CC1=C(C=C)C2=CC3=[N+]4C(=CC5=C(C)C(CCC(O)=O)=C6N5[Fe]44N2C1=CC1=[N+]4C(C(CCC(O)=O)=C1C)=C6C1=CC=CC=C1)C(C=C)=C3C","DB03906"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](C=CCNC(=O)C2=CC(=CC(O)=C2O)[N](O)=O)[C@H](O)[C@H]1O","DB03907"
"CC[C@H](C)[C@@H](NC(=O)[C@@H](OCC1=CC=CC=C1)[C@H](O)[C@@H](O)[C@H](OCC1=CC=CC=C1)C(=O)N[C@H]([C@H](C)CC)C(=O)NC)C(=O)NC","DB03908"
"NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@@](O)(=O)O[P@@](O)(=O)CP(O)(O)=O)[C@H](O)[C@H]1O","DB03909"
"NC(=N)SCCC1=CC(CCSC(N)=N)=CC=C1","DB03910"
"O[C@H]1COC(O)[C@@H](O)[C@@H]1O","DB03911"
"CC(C)(COP(O)(O)=O)[C@@H](O)C(=O)NCCC(=O)NCCS","DB03912"
"CC(=O)[C@H](N)C(O)=O","DB03915"
"CC1=C(Cl)C=C(NC2=NC(=CC=N2)C2=CC(=NC=C2)N2CCN(CCN)CC2)C=C1","DB03916"
"C[C@@H](O)[C@H](O)[C@H]1CNC2=C(N1)C(=O)NC(N)=N2","DB03918"
"CCNC(=O)OC","DB03919"
"N1C=C(C(=N1)C1=NC=CC=C1)C1=C2C=CC=CC2=NC=C1","DB03921"
"COC1=CC(C=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2OP(O)(O)=O)N2C=NC3=C(N)N=CN=C23)=CC(O)=C1O","DB03923"
"NC1=CC=C(N)C2=C1C(=O)C1=C(O)C=CC(O)=C1C2=O","DB03924"
"CC(C)[C@@H](NC(=O)CN1C(=O)C(N)=CN=C1C1=CC=CC=C1)[C@@H](O)C1=NN=C(O1)C(C)(C)C","DB03925"
"C[C@@H](NC(=O)CCCC[C@@H](NC(=O)C[NH3+])C([O-])=O)C(O)=O","DB03927"
"OC(=O)CSC1=NC(=NO1)C1=CC=CC(Cl)=C1","DB03928"
"N[C@H](CO)C(O)=O","DB03929"
"NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@](O)(=O)OP(O)(=O)O[P@@](O)(=O)OC[C@@H]3O[C@H]([C@H](O)[C@H]3O)N3C=NC4=C3N=C(N)NC4=O)[C@H](O)[C@H]2O)C(=O)N1","DB03931"
"CC[C@@H](C)C(=O)O[C@H]1C[C@H](C)C=C2C=C[C@@H](C)[C@@H](CC[C@@H]3C[C@H](O)CC(=O)N3CC3=CC=C4C(C=CC(OC)=C4CO)=C3)[C@H]12","DB03932"
"COC1=CC2=C(NC(=O)C(=C)O2)C(=C1)C(=O)O[C@H]1COC(=O)C[C@@H]([NH3+])C2=CC(O)=C(O[C@H]3C4=CC=C1C=C4C1=CC=C[C@@]31O[C@@H]1OC(C)(C)[C@H]([C@H](O)[C@H]1O)N(C)C)C(Cl)=C2","DB03933"
"CC1=C(CCC(O)=O)C2=CC3=[N+]4C(=CC5=C(C=C)C(C)=C6C=C7C(C=C)=C(C)C8=[N+]7[Zn@]4(N2C1=C8)N56)C(C)=C3CCC(O)=O","DB03934"
"O[C@@H]1C[C@@H](OC[C@H]1OS(O)(=O)=O)C(O)=O","DB03935"
"O[C@@H]1CO[C@H](COP(O)(O)=O)[C@H]1O","DB03936"
"O[C@@H](COP(O)(O)=O)[C@@H](O)C=O","DB03937"
"CC1=C(N2[C@@H](SC1)[C@H](NC(=O)CCC[C@H](N)C(O)=O)C2=O)C(O)=O","DB03938"
"O[C@H]1NC(=O)NC=C1","DB03939"
"NC(=O)C(O)=O","DB03940"
"O[C@@H]1[C@@H](O)[C@@H](C[C@H]1COP(O)(O)=O)O[P@](O)(=O)OP(O)(O)=O","DB03942"
"[H][C@]1(C)SC(=O)NN=C1C1=CC2=C(C=C1)N(CCC2)C(=O)C1=CC(OC)=C(OC)C=C1","DB03944"
"C[N+](C)(C)CCOP(O)(O)=O","DB03945"
"OC[C@H](O)[C@H](O)C(=O)CO","DB03947"
"O[C@H]1[C@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=C[NH+]=C2Cl","DB03948"
"OC(=O)[C@@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)[C@@H](S)CC1=CC=CC=C1","DB03949"
"[H][C@](C)(CNC(=O)C1=CC=C(C=C1)S(N)(=O)=O)CN1C=CC2=CC=CC=C12","DB03950"
"CC(=O)N[C@H]1[C@H](O)O[C@H](COP(O)(O)=O)[C@H](O)[C@@H]1O","DB03951"
"C[C@H](O)[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2C","DB03952"
"N[C@@H](CCCN=C(/N)S)C(O)=O","DB03953"
"OC[C@@H]1NC[C@@H](O)[C@H](O)[C@H]1O","DB03955"
"O[C@@H]1[C@@H](O)[C@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H](O)[C@H]1OP(O)(O)=O","DB03956"
"OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2","DB00481"
"[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23","DB00714"
"CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CN=CC=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCCC1C(=O)N[C@H](C)C(N)=O","DB06699"
"COC1=CC(=CC(OC)=C1OCC1=CC=CC=C1)C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC[C@H]1CC[C@H]2OCO[C@H]2C1)C(=O)CCN1C(=O)C2=CC=CC=C2C1=O","DB03063"
"O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)O[Al](O)O)O[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]2OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O","DB00364"
"[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1","DB00390"
"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12)C(O)=O","DB00607"
"CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1","DB00619"
"ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl","DB00648"
"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O","DB01053"
"[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O","DB01060"
"[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1","DB01061"
"CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O","DB01083"
"CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C12)C1=CC=CC=C1","DB04884"
"[H][C@@]12CC(=O)[C@@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC","DB01046"
"CCOC(=O)C1=CC=C(N)C=C1","DB01086"
"[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C","DB00351"
"NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1","DB00359"
"[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@@]2(O)C(=O)OC)[C@@]13[H])[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC","DB00361"
"CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12","DB00363"
"CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1","DB00366"
"[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]","DB00367"
"NC[C@H](O)C1=CC(O)=C(O)C=C1","DB00368"
"CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1","DB00370"
"CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1","DB00373"
"[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1","DB00374"
"OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1","DB00376"
"[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C","DB00378"
"CC(N)COC1=C(C)C=CC=C1C","DB00379"
"CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC","DB00381"
"NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1","DB00384"
"OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1","DB00387"
"COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C","DB00393"
"[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB00394"
"[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","DB00396"
"CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1","DB00598"
"[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C","DB00603"
"CC1=C(CC(O)=O)C2=CC(F)=CC=C2C1=C/C1=CC=C(C=C1)S(C)=O","DB00605"
"CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1","DB00608"
"[H][C@@]12CC3=C(C=C(O)C=C3)[C@]3(CCCC[C@@]13O)CCN2CC1CCC1","DB00611"
"CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1","DB00612"
"[H][C@]12C[C@@]3([H])[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C(=O)C1=C([C@H]2O)C(Cl)=CC=C1O","DB00618"
"[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)OC[C@]12C","DB00621"
"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","DB00624"
"[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C","DB00635"
"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC","DB00641"
"NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)N1","DB00642"
"[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O","DB01047"
"CC(C)CC1=CC=C(C=C1)C(C)C(O)=O","DB01050"
"CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1","DB01062"
"CC1=CN=C(C=N1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1","DB01067"
"CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C","DB01069"
"COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C","DB01072"
"NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]3O)C2=NC(F)=N1","DB01073"
"CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CCC(O)CC(O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1","DB01076"
"CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1","DB01081"
"CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O","DB01082"
"COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1","DB01087"
"CC#CCC(C)C(O)C=CC1C(O)CC2CC(CC12)=CCCCC(=O)OCC(=O)C1=CC=CC=C1","DB01088"
"CC(C)N1C(C=C[C@@H](O)C[C@@H](O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1","DB01095"
"CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F","DB01097"
"CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=C[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O","DB01098"
"FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1","DB01100"
"CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O","DB01101"
"CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12","DB01104"
"ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1","DB02546"
"OC(=O)CC(O)(CC(O)=O)C(O)=O","DB04272"
"[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@]12[H]","DB04839"
"C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1","DB04843"
"COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1","DB04844"
"OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2","DB04861"
"[H][C@]12[C@H](OC(=O)C(O)(CCCC(C)(C)O)CC(=O)OC)C(OC)=C[C@@]11CCCN1CCC1=CC3=C(OCO3)C=C21","DB04865"
"CC1=CN(C=N1)C1=CC(=CC(NC(=O)C2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)=C1)C(F)(F)F","DB04868"
"OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N","DB04876"
"CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1","DB04896"
"CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC","DB04920"
"COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O","DB04946"
"CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O","DB00349"
"[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO","DB00353"
"ClC1=CC2=C(OC(=O)N2)C=C1","DB00356"
"[H][C@@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2","DB00377"
"CNC[C@H](O)C1=CC(O)=CC=C1","DB00388"
"CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O","DB00391"
"CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC","DB00604"
"NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2","DB00606"
"C[C@H](N)[C@H](O)C1=CC(O)=CC=C1","DB00610"
"COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1","DB00622"
"OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1","DB00623"
"FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1","DB00625"
"OC(=O)C1=CN=CC=C1","DB00627"
"NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1","DB00640"
"[Mg++].[O-]S([O-])(=O)=O","DB00653"
"CO[C@H]1C=CO[C@@]2(C)OC3=C(C2=O)C2=C(O)C(C=NN4CCN(C)CC4)=C(NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C","DB01045"
"CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C","DB01049"
"CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC","DB01054"
"CCOP(=O)(OCC)SCC[N+](C)(C)C","DB01057"
"CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1","DB01059"
"CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1","DB01063"
"CC(C)NCC(O)C1=CC(O)=C(O)C=C1","DB01064"
"C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1","DB01074"
"CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O","DB01085"
"CC(CC1=CC=CC=C1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1","DB04825"
"FC1=CC=C(C=C1)C(N1CCN(CC=CC2=CC=CC=C2)CC1)C1=CC=C(F)C=C1","DB04841"
"FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1","DB04842"
"CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2","DB04855"
"COC1=C(OC)C=C(C=C1)C(=O)NCC1=CC=C(OCCN(C)C)C=C1","DB04924"
"OCCOC1=CC=C(C=C1)C(=C(CCCl)C1=CC=CC=C1)C1=CC=CC=C1","DB04938"
"CC1=CN(C(=O)C=C1)C1=CC=CC=C1","DB04951"
"CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1","DB05039"
"CCCN(CCC1=CC=CS1)C1CCC2=C(C1)C=CC=C2O","DB05271"
"CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1","DB00357"
"NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1","DB00369"
"CCCC(C)(COC(N)=O)COC(N)=O","DB00371"
"CCOC(=O)N1C=CN(C)C1=S","DB00389"
"CCCC(C)C1(CC)C(=O)NC(=S)NC1=O","DB00599"
"CCC1=NC=CC(=C1)C(N)=S","DB00609"
"COC1=CC2=C(NC=C2CCNC(C)=O)C=C1","DB01065"
"CC(C)[C@@H](C)C=C[C@@H](C)[C@@]1([H])CC[C@@]2([H])C(CCC[C@]12C)=CC=C1/C[C@@H](O)CC[C@@H]1C","DB01070"
"C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12","DB01071"
"CN1C(=O)CC(C)(C1=O)C1=CC=CC=C1","DB05246"
"OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2","DB00628"
"CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O","DB00649"
"COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1","DB01044"
"[H][C@]12SCC(C=C3/CCN([C@@H]4CCNC4)C3=O)=C(N1C(=O)[C@H]2NC(=O)C(N=O)=C1NSC(N)=N1)C(O)=O","DB04918"
"OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F","DB00358"
"CO[C@H]1C=CO[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21","DB00615"
"COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1","DB00637"
"COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1","DB00643"
"NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1","DB01048"
